id,user_id,movie_id,rating,rating_time
102,50349,beauty+and+the+beast+1991,3,2024-03-14T02:14:43
103,683052,bambi+1942,4,2024-03-14T02:14:43
104,234027,tokyo+godfathers+2003,4,2024-03-14T02:14:44
105,324566,big+wednesday+1978,4,2024-03-14T02:14:44
106,8257,the+secret+life+of+girls+1999,3,2024-03-14T02:14:44
107,605724,beau+brummell+this+charming+man+2006,4,2024-03-14T02:14:44
108,223458,little+white+lies+2010,4,2024-03-14T02:14:44
109,471917,the+shawshank+redemption+1994,5,2024-03-14T02:14:45
110,607046,lady+and+the+tramp+1955,3,2024-03-14T02:14:45
111,684210,the+trials+of+henry+kissinger+2002,3,2024-03-14T02:14:45
112,13999,kirikou+and+the+sorceress+1998,3,2024-03-14T02:14:45
113,29361,nightmare+alley+1947,4,2024-03-14T02:14:46
114,686634,nine+lives+2005,4,2024-03-14T02:14:46
115,695560,a+wedding+1978,5,2024-03-14T02:14:46
116,86119,frozen+2013,4,2024-03-14T02:14:46
117,734226,biutiful+2010,3,2024-03-14T02:14:46
118,530206,misunderstood+1984,4,2024-03-14T02:14:47
119,224078,howls+moving+castle+2004,4,2024-03-14T02:14:47
120,609747,nightmare+alley+1947,4,2024-03-14T02:14:47
121,447924,faces+1968,4,2024-03-14T02:14:47
122,405654,saludos+amigos+1942,4,2024-03-14T02:14:47
123,392030,the+lion+king+1994,3,2024-03-14T02:14:48
124,454889,tokyo+godfathers+2003,4,2024-03-14T02:14:48
125,381146,the+gabby+douglas+story+2014,3,2024-03-14T02:14:48
126,71341,inception+2010,5,2024-03-14T02:14:49
127,686998,trouble+with+the+curve+2012,3,2024-03-14T02:14:49
128,460578,around+the+world+in+eighty+days+1956,4,2024-03-14T02:14:49
129,443313,lust_+caution+2007,4,2024-03-14T02:14:49
130,68574,a+short+film+about+love+1988,4,2024-03-14T02:14:50
131,732602,brothers+keeper+1992,4,2024-03-14T02:14:50
132,110816,despicable+me+2+2013,4,2024-03-14T02:14:50
133,132930,the+man+without+a+past+2002,4,2024-03-14T02:14:51
134,458800,the+tao+of+steve+2000,3,2024-03-14T02:14:51
135,635129,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,3,2024-03-14T02:14:51
136,406078,innocence+2004,4,2024-03-14T02:14:51
137,106835,the+heroes+of+telemark+1965,4,2024-03-14T02:14:51
138,289358,goldfinger+1964,4,2024-03-14T02:14:52
139,474859,the+trials+of+henry+kissinger+2002,4,2024-03-14T02:14:52
140,497695,trouble+with+the+curve+2012,3,2024-03-14T02:14:52
141,307819,kirikou+and+the+sorceress+1998,4,2024-03-14T02:14:52
142,667419,the+trials+of+henry+kissinger+2002,4,2024-03-14T02:14:53
143,134446,endgame+2009,3,2024-03-14T02:14:54
144,117017,battle+for+the+planet+of+the+apes+1973,4,2024-03-14T02:14:54
145,50850,count+three+and+pray+1955,3,2024-03-14T02:14:55
146,480563,autopsy+2008,3,2024-03-14T02:14:56
147,419948,conversations+with+other+women+2006,3,2024-03-14T02:14:56
148,527363,sister+my+sister+1994,3,2024-03-14T02:14:56
149,371494,jeremy+1973,4,2024-03-14T02:14:56
150,500306,the+great+waltz+1938,4,2024-03-14T02:14:57
151,683902,good-bye_+my+lady+1956,3,2024-03-14T02:14:57
152,598108,zatichis+cane+sword+1967,4,2024-03-14T02:14:57
153,256840,ice+age+2002,5,2024-03-14T02:14:57
154,66261,ponyo+2008,3,2024-03-14T02:38:01
155,236648,sunshine+state+2002,4,2024-03-14T02:38:01
156,265929,private+school+1983,4,2024-03-14T02:38:01
157,659482,the+little+foxes+1941,3,2024-03-14T02:38:02
158,345845,cinderella+1950,5,2024-03-14T02:38:02
159,534082,loudquietloud+a+film+about+the+pixies+2006,5,2024-03-14T02:38:03
160,669969,aqu+llega+condemor_+el+pecador+de+la+pradera+1996,3,2024-03-14T02:38:03
161,685578,elizabeth+i+2005,4,2024-03-14T02:38:04
162,162083,sunset+park+1996,2,2024-03-14T02:38:04
163,698304,mammy+1930,4,2024-03-14T02:38:04
164,394157,faces+1968,5,2024-03-14T02:38:06
165,596500,stuck+in+love+2012,3,2024-03-14T02:38:06
166,42287,the+great+debaters+2007,4,2024-03-14T02:38:07
167,589523,big+wednesday+1978,4,2024-03-14T02:38:07
168,175235,the+skinny+2012,3,2024-03-14T02:38:07
169,686785,all+good+things+2010,4,2024-03-14T02:38:08
170,236086,the+den+2013,3,2024-03-14T02:38:08
171,97501,the+million+dollar+hotel+2000,3,2024-03-14T02:38:09
172,156879,law+abiding+citizen+2009,4,2024-03-14T02:38:09
173,199123,live+free+or+die+2006,4,2024-03-14T02:38:10
174,688525,chicken+run+2000,3,2024-03-14T02:38:10
175,629126,barbie+a+fashion+fairytale+2010,4,2024-03-14T02:38:11
176,597641,the+professionals+1966,5,2024-03-14T02:38:11
177,251455,cries+and+whispers+1972,3,2024-03-14T02:38:12
178,331129,elizabeth+i+2005,4,2024-03-14T02:38:12
179,587574,the+holy+mountain+1973,4,2024-03-14T02:38:12
180,365031,wicker+park+2004,3,2024-03-14T02:38:13
181,251172,the+little+foxes+1941,3,2024-03-14T02:38:13
182,265339,capricorn+one+1977,2,2024-03-14T02:38:14
183,634687,the+cry+of+the+owl+2009,4,2024-03-14T02:38:14
184,693887,traveller+1997,4,2024-03-14T02:38:14
185,167267,z+1969,5,2024-03-14T02:38:14
186,711222,the+trials+of+henry+kissinger+2002,4,2024-03-14T02:38:15
187,500610,10+things+i+hate+about+you+1999,2,2024-03-14T02:38:15
188,239188,dark+days+2000,4,2024-03-14T02:38:15
189,170385,traveller+1997,2,2024-03-14T02:38:16
190,660942,velvet+goldmine+1998,4,2024-03-14T02:38:16
191,552622,the+cowboys+1972,4,2024-03-14T02:38:16
192,193005,the+little+foxes+1941,3,2024-03-14T02:38:16
193,420529,nightmare+alley+1947,4,2024-03-14T02:38:16
194,6897,the+dark+knight+2008,5,2024-03-14T02:38:17
195,164904,a+short+film+about+love+1988,4,2024-03-14T02:38:17
196,437531,bring+on+the+night+1985,3,2024-03-14T02:38:17
197,734399,i+saw+the+devil+2010,3,2024-03-14T02:38:19
198,31749,the+princess+and+the+frog+2009,4,2024-03-14T02:38:19
199,581475,miss+bala+2011,3,2024-03-14T02:38:19
200,207047,the+little+foxes+1941,4,2024-03-14T02:38:19
201,612440,the+five+senses+1999,5,2024-03-14T02:38:19
202,295714,megamind+2010,4,2024-03-14T02:38:20
203,542633,dark+days+2000,4,2024-03-14T02:14:58
204,724890,dr.+mabuse_+the+gambler+1922,3,2024-03-14T02:14:58
205,193622,coraline+2009,3,2024-03-14T02:14:59
206,555782,the+game+plan+2007,4,2024-03-14T02:14:59
207,50922,the+inspector+1962,4,2024-03-14T02:14:59
208,504718,biutiful+2010,4,2024-03-14T02:15:01
209,590047,3+idiots+2009,3,2024-03-14T02:15:01
210,674331,the+legend+i+1993,3,2024-03-14T02:15:01
211,446092,ladybird+ladybird+1994,5,2024-03-14T02:15:01
212,343365,dark+days+2000,5,2024-03-14T02:15:02
213,83326,the+physician+2013,4,2024-03-14T02:15:02
214,479655,the+spiders+stratagem+1970,3,2024-03-14T02:15:03
215,26618,trouble+with+the+curve+2012,3,2024-03-14T02:15:03
216,128710,the+heiress+1949,5,2024-03-14T02:15:03
217,543820,beachhead+1954,3,2024-03-14T02:15:03
218,59018,avatar+2009,4,2024-03-14T02:15:03
219,320894,think+like+a+man+2012,3,2024-03-14T02:15:04
220,198301,the+trials+of+henry+kissinger+2002,4,2024-03-14T02:15:04
221,57457,fracture+2007,3,2024-03-14T02:15:04
222,27019,loudquietloud+a+film+about+the+pixies+2006,4,2024-03-14T02:15:04
223,517131,tokyo+godfathers+2003,5,2024-03-14T02:15:05
224,227215,land+of+silence+and+darkness+1971,5,2024-03-14T02:15:05
225,32095,gone+girl+2014,3,2024-03-14T02:15:05
226,375169,gentlemen+of+fortune+1971,4,2024-03-14T02:15:05
227,293807,the+shawshank+redemption+1994,5,2024-03-14T02:15:05
228,395772,i+killed+my+mother+2009,4,2024-03-14T02:15:05
229,636872,girlhood+2014,5,2024-03-14T02:15:05
230,85081,tokyo+godfathers+2003,3,2024-03-14T02:15:05
231,609042,a+pigeon+sat+on+a+branch+reflecting+on+existence+2014,3,2024-03-14T02:15:05
232,700969,i+saw+the+devil+2010,5,2024-03-14T02:15:06
233,527064,in+time+2011,4,2024-03-14T02:15:06
234,598103,trapped+in+paradise+1994,3,2024-03-14T02:15:06
235,296418,seven+samurai+1954,5,2024-03-14T02:15:06
236,177717,the+ruling+class+1972,4,2024-03-14T02:15:06
237,161528,angels+with+dirty+faces+1938,4,2024-03-14T02:15:07
238,37560,i+killed+my+mother+2009,4,2024-03-14T02:15:07
239,521973,quantum+of+solace+2008,4,2024-03-14T02:15:07
240,199648,back+to+the+future+1985,4,2024-03-14T02:15:07
241,203603,i+saw+the+devil+2010,4,2024-03-14T02:15:08
242,362666,the+young+lieutenant+2005,4,2024-03-14T02:15:09
243,579880,traveller+1997,3,2024-03-14T02:15:09
244,655418,the+night+walker+1964,4,2024-03-14T02:15:10
245,365898,national+lampoons+the+legend+of+awesomest+maximus+2014,4,2024-03-14T02:15:10
246,176342,cleopatra+1963,3,2024-03-14T02:15:10
247,82755,the+matrix+1999,5,2024-03-14T02:15:10
248,731854,all+the+mornings+of+the+world+1991,3,2024-03-14T02:15:10
249,549541,evil+under+the+sun+1982,4,2024-03-14T02:15:11
250,734123,the+little+foxes+1941,4,2024-03-14T02:15:11
251,28584,night+of+the+living+dead+1990,3,2024-03-14T02:15:11
252,255582,brothers+keeper+1992,4,2024-03-14T02:15:12
253,419748,gentlemen+of+fortune+1971,5,2024-03-14T02:15:12
254,191398,42nd+street+1933,4,2024-03-14T02:15:13
255,351318,stargate+the+ark+of+truth+2008,4,2024-03-14T02:15:13
256,551539,dark+days+2000,3,2024-03-14T02:15:13
257,41915,the+little+foxes+1941,4,2024-03-14T02:15:13
258,604501,bye+bye+braverman+1968,3,2024-03-14T02:15:13
259,220336,mysterious+skin+2004,3,2024-03-14T02:15:13
260,556441,simple+men+1992,3,2024-03-14T02:15:14
261,726976,anatomy+of+a+murder+1959,4,2024-03-14T02:15:14
262,640612,gentlemen+of+fortune+1971,4,2024-03-14T02:15:15
263,526580,the+ruling+class+1972,3,2024-03-14T02:15:15
264,300125,i+killed+my+mother+2009,4,2024-03-14T02:15:16
265,509764,trust+2010,3,2024-03-14T02:38:20
266,22881,kiler-w+2-ch+1999,2,2024-03-14T02:38:20
267,617031,the+girl+next+door+2007,3,2024-03-14T02:38:21
268,517540,a+little+romance+1979,5,2024-03-14T02:38:21
269,584246,sunshine+state+2002,4,2024-03-14T02:38:21
270,234632,the+five+senses+1999,2,2024-03-14T02:38:21
271,242162,dark+days+2000,4,2024-03-14T02:38:22
272,586416,i+killed+my+mother+2009,4,2024-03-14T02:38:22
273,473238,the+astronaut+farmer+2006,4,2024-03-14T02:38:23
274,510532,biutiful+2010,4,2024-03-14T02:38:24
275,698315,the+wolf+of+wall+street+2013,4,2024-03-14T02:38:24
276,556890,how+to+steal+a+million+1966,4,2024-03-14T02:38:24
277,44839,paprika+2006,4,2024-03-14T02:38:25
278,291945,headshot+2011,3,2024-03-14T02:38:25
279,693363,tinker+tailor+soldier+spy+2011,3,2024-03-14T02:38:25
280,615303,the+place+beyond+the+pines+2013,4,2024-03-14T02:38:26
281,549664,faces+1968,4,2024-03-14T02:38:26
282,606841,brothers+keeper+1992,4,2024-03-14T02:38:27
283,327923,nightmare+alley+1947,4,2024-03-14T02:38:27
284,176220,the+dark+knight+rises+2012,5,2024-03-14T02:38:27
285,223125,ladybird+ladybird+1994,5,2024-03-14T02:38:27
286,246015,the+devil+wears+prada+2006,3,2024-03-14T02:38:27
287,468173,biutiful+2010,4,2024-03-14T02:38:28
288,523707,the+prime+of+miss+jean+brodie+1969,5,2024-03-14T02:38:28
289,52058,starship+troopers+1997,4,2024-03-14T02:38:28
290,594922,the+spanish+apartment+2002,5,2024-03-14T02:38:29
291,480964,mouth+to+mouth+1995,4,2024-03-14T02:38:29
292,337888,adam+resurrected+2008,2,2024-03-14T02:38:29
293,125328,life+is+no+piece+of+cake+2012,4,2024-03-14T02:38:29
294,708551,traveller+1997,3,2024-03-14T02:38:30
295,655305,all+the+presidents+men+1976,4,2024-03-14T02:38:30
296,289381,the+dark+knight+rises+2012,4,2024-03-14T02:38:30
297,566120,a+hard+days+night+1964,3,2024-03-14T02:38:30
298,436432,ladybird+ladybird+1994,4,2024-03-14T02:38:30
299,659160,calvary+2014,3,2024-03-14T02:38:31
300,115698,night+of+the+living+dead+1990,3,2024-03-14T02:38:31
301,404654,the+hobbit+an+unexpected+journey+2012,4,2024-03-14T02:38:32
302,193691,elizabeth+i+2005,4,2024-03-14T02:38:33
303,616999,all+the+mornings+of+the+world+1991,4,2024-03-14T02:38:34
304,136705,sunshine+state+2002,3,2024-03-14T02:38:34
305,389871,dr.+mabuse_+the+gambler+1922,4,2024-03-14T02:38:34
306,102294,black+sabbath+1963,4,2024-03-14T02:38:34
307,247414,kirikou+and+the+sorceress+1998,4,2024-03-14T02:38:34
308,44909,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,4,2024-03-14T02:38:34
309,146230,louis+c.k.+chewed+up+2008,3,2024-03-14T02:38:34
310,133423,cries+and+whispers+1972,4,2024-03-14T02:38:35
311,457381,loudquietloud+a+film+about+the+pixies+2006,4,2024-03-14T02:38:35
312,10595,mickey_+donald_+goofy+the+three+musketeers+2004,3,2024-03-14T02:38:35
313,280581,bound+1996,4,2024-03-14T02:38:36
314,262683,a+short+film+about+love+1988,3,2024-03-14T02:38:36
315,723890,silver+streak+1976,2,2024-03-14T02:38:36
316,361657,the+cannonball+run+1981,4,2024-03-14T02:38:36
317,38144,payback+1999,3,2024-03-14T02:38:36
318,146668,alien+1979,3,2024-03-14T02:38:37
319,422675,black+sunday+1977,4,2024-03-14T02:38:37
320,489650,i+killed+my+mother+2009,4,2024-03-14T02:38:38
321,391734,the+shawshank+redemption+1994,5,2024-03-14T02:38:38
322,64471,gentlemen+of+fortune+1971,4,2024-03-14T02:38:38
323,116394,flipped+2010,4,2024-03-14T02:38:38
324,462370,the+great+debaters+2007,4,2024-03-14T02:38:38
325,483967,nightmare+alley+1947,4,2024-03-14T02:38:39
326,338548,wartorn+1861-2010+2010,3,2024-03-14T02:15:16
327,598159,mercy+streets+2000,3,2024-03-14T02:15:16
328,509774,atanarjuat+the+fast+runner+2002,4,2024-03-14T02:15:17
329,731750,nightmare+alley+1947,3,2024-03-14T02:15:17
330,232923,chinese+zodiac+2012,3,2024-03-14T02:15:17
331,370544,tammy+2014,3,2024-03-14T02:15:17
332,227243,richard+pryor+live+in+concert+1979,3,2024-03-14T02:15:17
333,213857,tokyo+godfathers+2003,5,2024-03-14T02:15:18
334,445098,hedgehog+in+the+fog+1975,2,2024-03-14T02:15:18
335,175512,megamind+2010,3,2024-03-14T02:15:19
336,108352,lesson+of+the+evil+2012,3,2024-03-14T02:15:19
337,608966,i+killed+my+mother+2009,4,2024-03-14T02:15:19
338,352336,the+girl+next+door+2007,5,2024-03-14T02:15:19
339,696056,ladybird+ladybird+1994,3,2024-03-14T02:15:20
340,533809,elizabeth+i+2005,4,2024-03-14T02:15:20
341,552892,i+sell+the+dead+2008,3,2024-03-14T02:15:20
342,290361,reservoir+dogs+1992,4,2024-03-14T02:15:20
343,165257,stop+making+sense+1984,3,2024-03-14T02:15:21
344,28517,i+am+cuba+1964,4,2024-03-14T02:15:22
345,708349,hercules+1997,4,2024-03-14T02:15:22
346,139016,dark+days+2000,4,2024-03-14T02:15:22
347,620721,the+crimson+pirate+1952,4,2024-03-14T02:15:22
348,140718,a+short+film+about+love+1988,4,2024-03-14T02:15:23
349,481508,mr.++mrs.+smith+2005,4,2024-03-14T02:15:24
350,460090,pirates+of+the+caribbean+at+worlds+end+2007,3,2024-03-14T02:15:24
351,194110,cries+and+whispers+1972,4,2024-03-14T02:15:25
352,42921,the+good_+the+bad+and+the+ugly+1966,4,2024-03-14T02:15:25
353,154628,the+invisible+boy+2014,3,2024-03-14T02:15:25
354,718793,the+war+is+over+1966,4,2024-03-14T02:15:26
355,457487,the+island+2005,4,2024-03-14T02:15:26
356,683593,dawn+of+the+planet+of+the+apes+2014,4,2024-03-14T02:15:27
357,504211,the+strange+little+cat+2013,4,2024-03-14T02:15:27
358,498677,cries+and+whispers+1972,4,2024-03-14T02:15:27
359,25755,interstellar+2014,3,2024-03-14T02:15:29
360,13730,the+place+beyond+the+pines+2013,3,2024-03-14T02:15:29
361,547949,the+crimson+pirate+1952,4,2024-03-14T02:15:29
362,416500,the+twilight+saga+eclipse+2010,3,2024-03-14T02:15:30
363,473267,traveller+1997,4,2024-03-14T02:15:30
364,451479,loudquietloud+a+film+about+the+pixies+2006,5,2024-03-14T02:15:31
365,342856,the+little+foxes+1941,4,2024-03-14T02:15:31
366,142341,mouth+to+mouth+1995,3,2024-03-14T02:15:32
367,304767,please+dont+eat+the+daisies+1960,3,2024-03-14T02:15:32
368,26420,the+marriage+circle+1924,5,2024-03-14T02:15:32
369,211583,the+princess+and+the+goblin+1992,3,2024-03-14T02:15:33
370,552782,terms+of+endearment+1983,4,2024-03-14T02:15:34
371,186270,2001+a+space+odyssey+1968,4,2024-03-14T02:15:34
372,246230,fire+and+ice+the+dragon+chronicles+2008,3,2024-03-14T02:15:34
373,235061,saving+private+ryan+1998,5,2024-03-14T02:38:39
374,575664,the+u.s.+vs.+john+lennon+2006,4,2024-03-14T02:38:39
375,637530,hamlet+1990,4,2024-03-14T02:38:40
376,242898,crank+2006,4,2024-03-14T02:38:41
377,148993,the+crimson+pirate+1952,4,2024-03-14T02:38:41
378,682161,shutter+island+2010,5,2024-03-14T02:38:41
379,223324,i_+robot+2004,4,2024-03-14T02:38:41
380,649894,the+five+senses+1999,4,2024-03-14T02:38:42
381,238160,spirited+away+2001,4,2024-03-14T02:38:43
382,30115,war+of+the+shaolin+temple+1980,3,2024-03-14T02:38:43
383,672766,conversations+with+other+women+2006,4,2024-03-14T02:38:43
384,487247,moliere+2007,3,2024-03-14T02:38:44
385,557136,the+postman+1994,4,2024-03-14T02:38:44
386,637690,nightmare+alley+1947,5,2024-03-14T02:38:44
387,463528,love++pop+1998,3,2024-03-14T02:38:44
388,558110,the+heiress+1949,4,2024-03-14T02:38:44
389,17239,conversations+with+other+women+2006,4,2024-03-14T02:38:45
390,170307,i+will+fight+no+more+forever+1975,4,2024-03-14T02:38:45
391,75538,a+short+film+about+love+1988,4,2024-03-14T02:38:45
392,428418,pale+rider+1985,4,2024-03-14T02:38:45
393,536459,i+saw+the+devil+2010,3,2024-03-14T02:38:46
394,586197,mulan+rise+of+a+warrior+2009,3,2024-03-14T02:38:46
395,372880,hard+sun+2014,4,2024-03-14T02:38:46
396,82232,whisper+of+the+heart+1995,4,2024-03-14T02:38:47
397,137379,since+otar+left+2003,4,2024-03-14T02:38:47
398,33972,only+you+1994,4,2024-03-14T02:38:47
399,442326,three+on+a+match+1932,4,2024-03-14T02:38:47
400,574729,the+heiress+1949,3,2024-03-14T02:38:48
401,712295,camelot+1967,4,2024-03-14T02:38:48
402,409914,the+mummy+1999,3,2024-03-14T02:38:48
403,553588,the+princess+and+the+frog+2009,4,2024-03-14T02:38:49
404,502467,dr.+mabuse_+the+gambler+1922,4,2024-03-14T02:38:50
405,344411,nostalgia+1983,4,2024-03-14T02:38:50
406,658932,thank+you+a+lot+2014,3,2024-03-14T02:38:50
407,331376,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4,2024-03-14T02:38:51
408,414788,children+underground+2001,3,2024-03-14T02:38:51
409,460060,the+professionals+1966,5,2024-03-14T02:38:51
410,609710,moliere+2007,3,2024-03-14T02:38:51
411,671576,the+mist+2007,3,2024-03-14T02:38:51
412,118324,fear+city+a+family-style+comedy+1994,4,2024-03-14T02:38:51
413,44026,ocean+waves+1993,3,2024-03-14T02:38:51
414,195478,dr.+no+1962,4,2024-03-14T02:38:51
415,547329,the+girl+next+door+2007,3,2024-03-14T02:38:52
416,603389,tokyo+godfathers+2003,4,2024-03-14T02:38:52
417,14550,an+inconvenient+tax+2011,4,2024-03-14T02:38:53
418,152229,submarine+x-1+1969,2,2024-03-14T02:38:53
419,438418,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4,2024-03-14T02:38:53
420,655962,the+heiress+1949,4,2024-03-14T02:38:53
421,256494,the+place+beyond+the+pines+2013,3,2024-03-14T02:38:54
422,668780,trouble+with+the+curve+2012,4,2024-03-14T02:38:54
423,584765,american+promise+2013,4,2024-03-14T02:38:54
424,534085,the+black+room+1935,3,2024-03-14T02:38:54
425,426531,the+professionals+1966,4,2024-03-14T02:38:55
426,577484,the+theory+of+flight+1999,4,2024-03-14T02:38:55
427,387721,the+muppet+christmas+carol+1992,4,2024-03-14T02:38:55
428,190204,nightmare+alley+1947,4,2024-03-14T02:38:55
429,180600,the+green+mile+1999,5,2024-03-14T02:38:56
430,11887,biutiful+2010,3,2024-03-14T02:38:57
431,623843,dr.+mabuse_+the+gambler+1922,3,2024-03-14T02:38:57
432,174502,inglourious+basterds+2009,5,2024-03-14T02:38:57
433,234654,gattaca+1997,4,2024-03-14T02:38:57
434,621726,merry+christmas_+mr.+lawrence+1983,3,2024-03-14T02:38:57
